pn_name,mention_count,row_count,pn_sources,pn_variants,spellings_checked
Mannum-balum-Aššur,17,17,lexicon; onomasticon,Mannum-balum-Aššur; Mannum-bālum-Aššur,ma-ni-um-ba-lúm-a-šùr; ma-nu-ba-al-ma-a-šur; ma-nu-ba-li-a-šur; ma-nu-ba-lu-a-šur; ma-nu-ba-lu-um-a-šur; ma-nu-ba-lum-a-šur; ma-nu-ba-lúm-a-šur; ma-nu-ba-lúm-a-šur-ma; ma-nu-ba-lúm-a-šùr; ma-nu-ba-lúm-a-šùr-ma; ma-nu-um-ba-al-ma-a-šùr; ma-nu-um-ba-lu-a-šur; ma-nu-um-ba-lu-a-šùr; ma-nu-um-ba-lu-um-a-šur; ma-nu-um-ba-lu-um-a-šùr; ma-nu-um-ba-lum-a-šur; ma-nu-um-ba-lum-a-šùr; ma-nu-um-ba-lúm-a-šur; ma-nu-um-ba-lúm-a-šur-ma; ma-nu-um-ba-lúm-a-šùr; ma-nu-um-ba-lúm-a-šùr-ma; ma-num-ba-lu-a-šur; ma-num-ba-lu-um-a-šur; ma-num-ba-lu-um-a-šur-ma; ma-num-ba-lu-um-a-šùr; ma-num-ba-lu-um-a-šùr-ma; ma-num-ba-lum-a-šur; ma-num-ba-lum-a-šùr; ma-num-ba-lúm-a-šur; ma-num-ba-lúm-a-šur-ma; ma-num-ba-lúm-a-šùr; ma-num-ba-lúm-a-šùr-ma; ma-num-bá-lúm-a-šur; ma-num-bá-lúm-a-šùr; ma-núm-ba-lúm-a-šur
Ikūn-pī-Aššur,17,17,lexicon; onomasticon,Ikūn-pī-Aššur,i-ku-pi-a-šùr; i-ku-pì-a-šur; i-ku-pì-a-šur-ma; i-ku-pì-a-šùr; i-ku-pì-a-šùr-ma; i-ku-pí-a-šur; i-ku-pí-a-šur-ma; i-ku-pí-a-šùr; i-ku-pí-a-šùr-ma
Al-ṭab,17,17,lexicon; onomasticon,Al-ṭab; Al-ṭāb; Āl-ṭāb,a-al-du10; a-al-du10-ma; a-al-dug; a-al-dug-ma; a-al-dùg; a-al-dùg-ma; al-du10; al-du10-ma; al-dùg; al-dùg-ma
Aššur-rēṣī,17,17,lexicon; onomasticon,Aššur-rēṣī,a-šur-re-sí-ma; a-šur-re-ṣi; a-šur-re-ṣí; a-šur-re-ṣí-ma; a-šur-ri-sí; a-šùr-pa-ṣí; a-šùr-re-ṣi; a-šùr-re-ṣí; a-šùr-re-ṣí-ma
Inah-ilī,16,16,lexicon; onomasticon,Inah-ilī; Inaḫ-ilī,e-na-ah-; e-na-ah-dingir; e-na-ah-dingir-ma; e-na-ah-ì-li; e-na-ah-ì-lí; e-na-hi-dingir; e-na-hi-li; e-na-hi-lim; en-na-ah-ì-lí; i-na-ah-; i-na-ah-dingir; i-na-ah-dingir-ma; i-na-ah-i-lim; i-na-ah-ì-lí; {m}e-na-ah-dingir
Šalim-ahum,16,16,onomasticon,Šalim-ahum,ša-li-ma-hi-im; ša-lim-a-hi-im; ša-lim-a-hu-um; šál-lim-a-hi-im; šál-mah; šál-mu-hu-um
Kūn-ilum,16,16,onomasticon,Kūn-ilum,ku-ni-li; ku-ni-lim
Illil-bāni,15,15,onomasticon,Illil-bāni,i-li-il5-ba-ni
Kudātum,15,15,onomasticon,Kudātum,-tim; -tám; ku-da-tum; ku-da-tí-im; ku-ta-tí
Uzua,15,15,lexicon; onomasticon,Uzua,u-zu-a; ù-zu-a; ú-sú-a; ú-zu-a; ú-zu-a-a; ú-zu-a-ma; ú-zu-ú-a; ú-zu-ú-a-a-ma; ú-ṣú-ú-a
Dadaya,14,14,onomasticon,Dadaya,da-da
Šāt-Anna,14,14,lexicon,Šāt-Anna,ša-ad-a-na; ša-at-a-na; ša-at-a-na-ma; ša-da-na; ša-dá-na; ša-ta-na; ša-ta-na-ma
Amriya,14,14,onomasticon,Amriya,a-am-ri-a; am-ri-a
Šu-Laban,14,14,lexicon; onomasticon,Šu-Laban; Šu-Labān,šu-la; šu-la-ba-an; šu-la-ba-an-ma; šu-lá-ba; šu-lá-ba-an; šu-lá-ba-an-ma; šu={d}lá-ba-an
Uku,13,13,onomasticon,Uku,ú-ku
Suen-nādā,13,13,lexicon; onomasticon,Suen-nādā,en.zu-na-da; su-en6-na-da; sí-na-da; sù-na-da; sú-en-na-da; sú-en-na-da-ma; sú-en6-na-a; sú-en6-na-da; sú-en6-na-da-ma; sú-en6-na-dá; sú-i-na-da; sú-in-na-da; sú-in-na-da-ma; sú-na-da; zu-na-da; zu-na-da-ma; {d}en.zu-na-da
Ewarimuša,13,13,onomasticon,Ewarimuša,e-ra-mu-ša 94 959; e-wa-ri-mu-ša
Kurara,13,13,lexicon; onomasticon,Kurara,ku-ra-ra; ku-ra-ra-a; ku-ra-ra-ma; ku-ri-ra
Tūram-ilī,13,13,lexicon; onomasticon,Tūram-ilī,dur4-ma-li; tu-ra-am-ì-lí; tur4-ma-li; tù-ra-am-dingir; tù-ra-am-ì-lí; tù-ra-il5-ma; tù-ra-me-el; tù-ra-mì-dam-ma; tù-ra-mì-dingir; tù-ra-mì-il5; tù-ra-mì-il5-ma; tù-ra-mì-ili5; tù-ra-mì-ili5-ma; tù-ra-mì-li; tù-ra-ì-lí; tù-rá-am-ì-lí
Iliš-tikal,13,13,lexicon; onomasticon,Iliš-tikal,dingir-iš-ti-kál; dingir-iš-ti-kál-ma; dingir-iš-tá-kál; dingir-iš-tí-kal; dingir-iš-tí-kál; dingir-iš-tí-kál-ma; dingir-ìš-tí-kál; dingir-ìš-tí-kál-ma; i-li-ìš-tí-kál; i-lí-iš-ta-kál; i-lí-iš-tí-kà-al; i-lí-iš-tí-kál; i-lí-ìš-tí-kál; il-iš-tak-il; il5-iš-tí-kál; ili5-iš-tí-kál; {m}ì-lí-ìš-tí-kál; ì-li-ìš-tí-kál; ì-lí-iš-ta-ki-il5; ì-lí-iš-ta-ki-kál; ì-lí-iš-ta-kál; ì-lí-iš-ti-kál; ì-lí-iš-ti-kál-ma; ì-lí-iš-tu-kál; ì-lí-iš-tí-ki-il5; ì-lí-iš-tí-kà-al; ì-lí-iš-tí-kál; ì-lí-iš-tí-kál-ma; ì-lí-ìš-ta-ki-il5; ì-lí-ìš-tí-kál; í-lí-iš-tí-kà-al
Maṣi-ili,13,13,lexicon; onomasticon,Maṣi-ili; Maṣi-ilī,ma-sí-li; ma-sú-ì-lí; ma-ṣi-ì-lí; ma-ṣí-an; ma-ṣí-dingir; ma-ṣí-dingir.me-eš; ma-ṣí-dingir.meš; ma-ṣí-li; ma-ṣí-lí; ma-ṣí-ì-li; ma-ṣí-ì-lí; ma-ṣí-ì-lí-m; ma-ṣí-ì-lí-ma; {m}ma-ṣí-dingir; {m}ma-ṣí-dingir.me-eš; {m}ma-ṣí-dingir.meš
Iddin-Kubum,12,12,onomasticon,Iddin-Kubum; Iddin-Kūbum,i-dí-ku-bu-um
Aššur-nimrī,12,12,lexicon; onomasticon,Aššur-nimrī,a-šur-ni-im-ri; a-šur-ni-iw-ri; a-šur-ni-wa-ri; a-šur-ni-wa-ri-ma; a-šur-nim-ri; a-šur-nim-ri-ma; a-šùr-ni-im-ri; a-šùr-ni-iw-ri; a-šùr-ni-wa-ri; a-šùr-ni-wa-ri-ma; a-šùr-ni-wi-ri; a-šùr-nim-ri; a-šùr-nim-ri-ma; {m}a-šùr-ni-im-ri
Šu-Tammuzi,12,12,lexicon; onomasticon,Šu-Tammuzi,šu-ta-mu-zi; šu={d}dumu-zi-ma; šu={d}dumu.zi; šu={d}dumu.zi-ma
Aššur-<gap>,11,11,onomasticon,Aššur-<gap>,a-šur-<gap>; a-šùr-<gap>
Adad-rabi,11,11,lexicon; onomasticon,Adad-rabi,{d}im-gal; {d}im-ra-bi; {d}im-ra-bi4; {d}im-ra-bi4-ma; {d}im-ra-bí; {d}im.gal; {d}im.gal-ma; {d}iškur-ra-bi; {d}iškur-ra-bi4; {d}iškur-re-be; {d}iškur-ri-bi4; {d}iškur.gal; {d}iškur.gal-ma; {m}{d}im.gal; {m}{d}iškur-gal; {m}{d}iškur.gal
Ibni-Adad,11,11,lexicon; onomasticon,Ibni-Adad,ib-na={d}im; ib-na={d}iškur; ib-ni-a-iškur; ib-ni-{d}im; ib-ni={d}im; ib-ni={d}im-ma; ib-ni={d}iškur; ib-ni={d}iškur-ma; {m}ib-ni-a-du; {m}ib-ni-{d}iškur
Aššur-ennam,11,11,onomasticon,Aššur-ennam,a-šùr-e-na; a-šùr-e-nam
Peruwa,11,11,lexicon,Peruwa,be-ra-a; be-ru-a; bi-ra-wa; bi4-ra-a; bé-ru-wa; bé-ru-wa-a; pá-ru-a-wa; pè-er-wa; pè-ru-a; pè-ru-wa; pè-ru-wa-a; pé-er-wa; pé-ri-wa; pé-ru-a; pé-ru-wa; pì-ru-a; pì-ru-wa; pí-ir-wa
Šuli,11,11,lexicon; onomasticon,Šuli,šu-li; šu-li-i; šu-li-im; šu-li-ma; šu-lí; šu-lí-ma
Šalim-bēlī,10,10,lexicon; onomasticon,Šalim-bēlī,ša-li-be-li; ša-li-be-lí; ša-lim-be-li; ša-lim-be-lim; ša-lim-be-lí; ša-lim-bé-li; ša-lim-bé-lí
Aššur-emūqī,10,10,lexicon; onomasticon,Aššur-emūqī,a-šur-e-mi-qí; a-šur-e-mu-qí; a-šur-e-mu-qí-ma; a-šur-i-mu-qí; a-šùr-e-mu-qí; a-šùr-e-mu-qí-ma; {d}a-šur-e-mu-qí-ma
Amur-šarrassa,10,10,lexicon; onomasticon,Amur-šarrassa,a-mu-ur-ša-ra-sà; a-mu-ur-ša-ra-sà-ma; a-mu-ur-ša-ra-sú; a-mur-ša-ra-sà
Asānum,10,10,onomasticon,Asānum,a-sà-num
Ummī-Išhara,10,10,lexicon; onomasticon,Ummī-Išhara; Ummī-Išḫara,um-me-iš-ha-ra; um-mì-iš-ha-ra; um-mì-iš-ha-ra-ma
Ennam-ilī,10,10,lexicon; onomasticon,Ennam-ilī,e-na-dingir; e-nam-ì-lí; e-nu-el; e-nu-me-el; e-nu-me-ili5; e-nu-mì-il5; e-nu-mì-il5-ma; e-nu-mì-ili5; e-nu-mì-ili5-ma; e-nu-um-dingir; e-nu-um-ì-lí; en-na-il5; en-na-ì-lí; en-nam-dingir; en-nam-ì-lí; en-nu-um-dingir; en-nu-um-ì-lí; en-num-ì-lí; en-um-dingir; en-um-ili5; en-um-ì-lí
Puzur-Adad,9,9,lexicon; onomasticon,Puzur-Adad,puzur4-{d}iškur; puzur4={d}im; puzur4={d}iškur; puzur4={d}iškur-ma; púzur={d}iškur; púzur={d}iškur-ma
Kuzallu,9,9,lexicon,Kuzallu,itu.kam-ku-zal-li; ku-za-li-a; ku-zal-li; ku-zal-lim; ku-zal-lim-ma; ku-zal-lu; ku-zal-lá; ku-zal-lúm; ku-zal-lúm-ma
Dudiki,9,9,lexicon; onomasticon,Dudiki,du-di-ka; du-dí-ki; tù-dí-ki; tù-tí-ki
Būr-Suen,9,9,lexicon; onomasticon,Būr-Suen,bu-ur-su-en6; bu-ur-su-in; bu-ur-sú-en; bu-ur-sú-en6; bu-ur-sú-en6-ma; bu-ur-sú-in; bur-; bur-sú-en; bur-sú-en6; bur-sú-en6-ma; bur-sú-in
Dada,9,9,lexicon; onomasticon,Dada; Dadā,da-da; da-da-a; da-da-a-a; da-da-a-a-ma; da-da-a-ma; da-da-ma; da-dí-im; da-tí-im; dá-dá-a; ta-da-ma; ta-dá; ta-dá-ma; ta-dí-i-im; ta-ta; ta-ta-a; ta-ta-ma; ta-ta-ma-a; ta-ta-wa-a; ta-tim; {m}da-da-a; ṭa-tim
Šumma-libbi-Aššur,9,9,lexicon; onomasticon,Šumma-libbi-Aššur,{m}šu-ma-li-bi4-a-šur; šu-ma-li-ba-a-šur; šu-ma-li-ba-a-šur-ma; šu-ma-li-ba-a-šùr; šu-ma-li-ba-a-šùr-ma; šu-ma-li-bi-a-šur; šu-ma-li-bi-a-šur-ma; šu-ma-li-bi-a-šùr; šu-ma-li-bi-a-šùr-ma; šu-ma-li-bi4-a-šur; šu-ma-li-bi4-a-šur-ma; šu-ma-li-bi4-a-šùr; šu-ma-li-bi4-a-šùr-ma; šu-ma-li-bí-a-šur; šu-ma-li-bí-a-šur-ma; šu-ma-li-bí-a-šùr; šu-ma-li-bí-a-šùr-ma
Imdī-ilum,9,9,onomasticon,Imdī-ilum,im-dí-lu-um
Adad-pilah,9,9,lexicon; onomasticon,Adad-pilah; Adad-pilaḫ,{d}im-pì-la-ah; {d}im-pì-lá-ah; {d}im-pí-la-ah; {d}im-pí-lá-ah; {d}iškur-pì-la-ah; {d}iškur-pì-lá-ah; {d}iškur-pí-la-ah; {d}iškur-pí-la-ah-ma; {d}iškur-pí-lá-ah; {d}iškur-pí-lá-ah-ma
Ištar-pilah,9,9,lexicon; onomasticon,Ištar-pilah; Ištar-pilaḫ,ištar-pì-la-ah; ištar-pì-lá-ah; ištar-pì-lá-ah-ma; ištar-pì-lá-ištar; ištar-pí-la-ah; ištar-pí-la-ah-ma; ištar-pí-lá-ah; ištar-pí-lá-ah-ma; {d}ištar-pì-lá-ah; {d}ištar-pí-lá-ah
Ennam-Adad,9,9,lexicon; onomasticon,Ennam-Adad,e-na-am={d}im; e-na-am={d}iškur; e-na={d}im; e-na={d}im-ma; e-na={d}iškur; e-na={d}iškur-ma; e-nam={d}im; e-nam={d}iškur; e-nu={d}im; e-nu={d}im-ma; e-nu={d}iškur; e-nu={d}iškur-ma; e-num={d}im; e-num={d}iškur; en-am={d}im; en-am={d}iškur; en-na={d}im; en-na={d}im-ma; en-na={d}iškur; en-na={d}iškur-ma; en-nam={d}im; en-nam={d}im-ma; en-nam={d}iškur; en-nam={d}iškur-ma; en-nu-um={d}iškur; en-nu={d}im; en-nu={d}im-ma; en-nu={d}iškur; en-nu={d}iškur-ma; en-num={d}im; en-num={d}iškur; en-um-{d}im; en-um={d}im; en-um={d}im-ma; en-um={d}iškur; en-um={d}iškur-ma
Luzina,9,9,lexicon; onomasticon,Luzina,lu-za-na; lu-zi-na; lu-zi-na-ma; lu-zi-ni; lú-zi-na
Ilī-kurub,9,9,lexicon; onomasticon,Ilī-kurub,dingir-ku-ru-ub; dingir-kur-ub; dingir-lu-ku-ru-ub; i-lu-ku-ru-ub; {m}dingir-kur-ub
Luzi,9,9,lexicon; onomasticon,Luzi,lu-zi; lu-zi-i; lu-ṣí-i
Nimar-Ištar,9,9,lexicon; onomasticon,Nimar-Ištar,ni-ma-ar-ištar; ni-mar-ištar; ni-mar-ištar-ma; ni-wa-ar-ištar; nu-mar-ištar
Erišum,9,9,onomasticon,Erišum,i-ri-šu-um; i-ri-šum; i-ri-ší-im
Ṭab-Aššur,9,9,lexicon; onomasticon,Ṭab-Aššur; Ṭāb-Aššur,du10-a-šur; du10-a-šùr; du10={d}a-šùr; dug-a-šur; dug-a-šur-ma; dug-a-šùr; dug-ba-a-šur; dug-ba-a-šùr; dùg-a-šur; dùg-a-šur-ma; dùg-a-šùr; dùg-a-šùr-ma; dùg-ba-a-šùr; ta-be-a-šùr; ta-bi4-a-šùr; ṭá-ab-a-šùr; ṭá-bi4-a-šur; ṭá-áb-a-šur; ṭá-áb-a-šùr
Anah-ili,8,8,lexicon; onomasticon,Anah-ili; Anaḫ-ilī,a-na-ah-dingir; a-na-ah-dingir-ma; a-na-ah-il5; a-na-ah-li; a-na-ah-ì-li; a-na-ah-ì-lí; a-na-ah-ì-lí-ma; a-na-hi-dingir; a-na-hi-il5; a-na-hi-ili5; a-na-hi-li; {m}a-na-ah-ì-lí
Alili,8,8,onomasticon,Alili,a-li-li; a-li-lim
Uṣur-ša-Ištar,8,8,lexicon; onomasticon,Uṣur-ša-Ištar,u-ṣur-ša-ištar; u-ṣú-ur-ša-ištar; ù-ṣú-ur-ša-ištar; ù-ṣú-ur-ší-ištar; ú-ṣur-ša-ištar; ú-ṣur-ša-ištar-ma; ú-ṣur-ša-u-dar; ú-ṣur-ši-ištar; ú-ṣur-ší-ištar; ú-ṣur-ší-ištar-ma; ú-ṣú-ur-ša-i; ú-ṣú-ur-ša-ištar; ú-ṣú-ur-ša-ištar-ma; ú-ṣú-ur-ší-iš8-tár; ú-ṣú-ur-ší-ištar; ú-ṣú-ur-ší-ištar-ma; ú-ṣú-ṣur-ša-ištar
Iddin-Adad,8,8,lexicon; onomasticon,Iddin-Adad,i-di={d}iškur; i-dì={d}im; i-dì={d}iškur; i-dí-in={d}im; i-dí-in={d}iškur; i-dí-in={d}iškur-ma; i-dí-iškur; i-dí-iškur-ma; i-dí-na-{d}im; i-dí-na={d}im; i-dí={d}im; i-dí={d}im-ma; i-dí={d}iškur; i-dí={d}iškur-ma
Aššur-ṣulūlī,8,8,lexicon; onomasticon,Aššur-ṣulūlī,a-šur-andul; a-šur-andul-ma; a-šur-dùl; a-šur-dùl-ma; a-šur-ṣú-lu-li; a-šur-ṣú-lu-li-ma; a-šur-ṣú-lu-lí; a-šùr-an.dùl; a-šùr-andul; a-šùr-dùl; a-šùr-dùl-ma; a-šùr-ṣú-lu-li; a-šùr-ṣú-lu-li-ma
Amur-ilī,8,8,lexicon; onomasticon,Amur-ilī,a-mu-ur-dingir; a-mur-dingir; a-mur-dingir-ma; a-mur-dingir-su; a-mur-i-lu-um; a-mur-ili5; a-mur-ì-lí; za-mur-ì-lí; {m}a-mur-dingir
Adad-ellat,8,8,lexicon; onomasticon,Adad-ellat,a-de8-la-at; a-de8-lá-at; a-dí-la-at; a-dí-lá-at; {d}im-illat; {d}im.illat; {d}im.illat-at; {d}iškur.illat; {d}iškur.illat-at
Nabi-Suen,8,8,lexicon; onomasticon,Nabi-Suen,na-ab-sú-en; na-ab-sú-en6; na-ab-sú-in; na-ab-šu-e; na-ab={d}en.zu; na-bi-en.zu; na-bi-sú-en; na-bi-sú-en6; na-bi-sú-in; na-bi-zu; na-bi4-sú; na-bi4-sú-en6; na-bi4-zu; na-áb-su-in; na-áb-sú; na-áb-sú-en; na-áb-sú-en-ma; na-áb-sú-en6; na-áb-sú-en6-ma; na-áb-sú-in; na-áb-sú-in-ma; na-áb-sú-in4; na-áb-zu; na-áb={d}en.zu; na-áp-sú-en6; {m}na-áb-sú-en6
Ilī-nādā,8,8,lexicon; onomasticon,Ilī-nādā,dingir-na-da; dingir-na-da-ma; ì-lí-na-da
Ṣilli-Ištar,8,8,lexicon; onomasticon,Ṣilli-Ištar; Ṣillī-Ištar,ge6-li-ištar; gi6-li-ištar; gi6-li-ištar-ma; mi-li-iš8-tár; mi-li-ištar; mi-lí-ištar; mi.ištar; sí-li-ištar; {d}ṣí-li-ištar; {m}mi-li-ištar; ṣí-li-ištar; ṣí-li-ištar-tár; ṣí-lí-ištar
Ibni-ili,8,8,lexicon; onomasticon,Ibni-ili; Ibni-ilī,ib-ni-dingir; ib-ni-lí; ib-ni-ì-lí
Idi-bani,8,8,lexicon; onomasticon,Idi-bani; Idi-bāni; Idi-bānī,i-dí-ba-ni; ni-dí-ba-ni; ni-i-de-ba-ni; ni-té-ba-ni; ì-dí-ba-ni
Dadānum,8,8,onomasticon,Dadānum,da-da-nim; da-da-nu-um
Ab-šalim,7,7,onomasticon,Ab-šalim,áb-ša-lim
Ṣill-Adad,7,7,lexicon,Ṣill-Adad,gi6={d}im; gi6={d}iškur; mi-li={d}im; mi-li={d}im-ma; mi-li={d}iškur; mi={d}im; mi={d}iškur; ṣa-lá={d}iškur; ṣí-la-da-ad; ṣí-la={d}im; ṣí-la={d}iškur; ṣí-li={d}im; ṣí-li={d}iškur; ṣí-li={d}iškur-ma; ṣí-lá-da-ad; ṣí-lá={d}im; ṣí-lá={d}im-ma; ṣí-lá={d}iškur; ṣí-lá={d}iškur-ma
Ilšu-rabi,7,7,lexicon; onomasticon,Ilšu-rabi,dingir; dingir-šu-gal; dingir-šu-ra-bi; dingir-šu-ra-bi4; dingir-šu-ra-bí; i-li-šu-gal; i-li-šu-ra-bi; il5-šu-gal; ì-li-šu-gal; ì-lí-šu-gal; ì-lí-šu-ra-bi; ì-lí-šu-ra-bi4
Šu-Išhara,7,7,lexicon; onomasticon,Šu-Išhara; Šu-Išḫara,sú-is-ha-ra; šu-eš-ha-ra; šu-iš-ha-ra; šu-iš-ha-ra-a; šu-iš-ha-ra-ma; šu-ìš-ha-ra
Innāya,7,7,onomasticon,Innāya,i-na-a; i-na-a-a
Ilabrat-bāni,7,7,lexicon; onomasticon,Ilabrat-bāni; Ilabrat-bānī,i-lá-ab-ra-at-ba-ni; i-lá-ab-ra-at-ba-ni-ma; i-lá-ap-ra-at-ba-ni; i-lá-áb-ra-at-ba-ni; i-lá-áb-ra-at-ba-ni-ma; i-lá-áp-ra-at-ba-ni; i-lá-áp-ra-at-ba-ni-ma; nin.šubur-ba-ni; nin.šubur-ba-ni-ma; {d}andul.šubur-ba-ni; {d}nin.šubur-ba-ni; {d}nin.šubur-ba-ni-ma; {d}šubur-ba-ni
Pilah-Aššur,7,7,lexicon; onomasticon,Pilah-Aššur; Pilaḫ-Aššur,pì-la-ah-a-šur; pì-la-ah-a-šùr; pì-lá-ah-a-šur; pì-lá-ah-a-šùr; pí-la-ah-a-šur; pí-la-ah-a-šur-ma; pí-la-ah-a-šùr; pí-la-ah-šur; pí-la-ah-šúr; pí-lá-ah-a-šur; pí-lá-ah-a-šur-ma; pí-lá-ah-a-šùr; pí-lá-ah-a-šùr-ma; pí-lá-ah={d}a-šùr-ma; pí-lá-ha-a-šur
Aššur-muttabbil,7,7,lexicon,Aššur-muttabbil,a-šur-mu-ta-be-el; a-šur-mu-ta-bi-il5; a-šur-mu-ta-bi-il5-ma; a-šur-mu-ta-bi4-il; a-šur-mu-ta-bi4-il5; a-šur-mu-ta-bi4-il5-ma; a-šur-mu-ta-bíl; a-šur-mu-ta-pì-il5; a-šur-mu-ta-pí-il5; a-šur-mu-ta-píl; a-šur4-mu-ta-bi4-il5; a-šùr-mu-ta-be-el; a-šùr-mu-ta-bi-il5; a-šùr-mu-ta-bi-il5-ma; a-šùr-mu-ta-bi4-il5; a-šùr-mu-ta-bi4-il5-ma; a-šùr-mu-ta-bíl; a-šùr-mu-ta-pì-il5; a-šùr-mu-ta-pì-il5-ma; a-šùr-mu-ta-pí-il5; a-šùr-mu-ta-pí-il5-ma; a-šùr-mu-ta-píl; {d}a-šur-mu-ta-bi-il5; {m}a-šùr-mu-ta-bi4-il5
Aššur-damiq,7,7,lexicon; onomasticon,Aššur-damiq,a-šur-da-mì-iq; a-šur-dá-mì-iq; a-šur-sig5; a-šur-sig5-ma; a-šùr-sig5; a-šùr-sig5-ma; a-šùr={d}sig5; {d}a-šùr-sig5; {d}a-šùr-sig5-ma
Puzur-Suen,7,7,lexicon; onomasticon,Puzur-Suen,man-sú-en6; pu-zu-ur-sú-en; pu-zu-ur-sú-en-ma; pu-zu-ur-sú-en6; pu-zu-ur-sú-en6-ma; pu-zu-ur-sú-in; pu-zu-ur-sú-in-ma; puzur4-sú-en; puzur4-sú-en-ma; puzur4-sú-en6; puzur4-sú-en6-ma; puzur4-sú-in; puzur4-sú-in-ma; puzur4.-en.zu; puzur4.en.zu-ma; puzur4={d}en.zu; púzur-sú-en; púzur-sú-en-ma; púzur-sú-en6; púzur-sú-en6-ma; púzur-sú-in; púzur-sú-in-ma
Yaya,7,7,onomasticon,Yaya,i-a-a
Ennam-Anum,7,7,onomasticon,Ennam-Anum,e-na-ma-nim
Kukkulānum,7,7,onomasticon,Kukkulānum,ku-ku-lá-nim
Aššur-pilah,6,6,lexicon; onomasticon,Aššur-pilah; Aššur-pilaḫ,a-šur-pì-lá-ah; a-šur-pí-lá-ah; a-šùr-pì-lá-ah; a-šùr-pí-lá-ah; {m}a-šur-pì-lá-ah
Irnuid,6,6,lexicon; onomasticon,Irnuid,er-nu-id; ir-nu-i-it; ir-nu-id; ir-nu-it; ir-nu-it-ma
Salimma,6,6,lexicon; onomasticon,Salimma; Šalimma,sà-lim-ma; ša-li-i-ma; ša-li-im-ma; ša-li-ma; ša-lim-ma; ša-lim-ma-a
Ilī-wēdāku,6,6,lexicon; onomasticon,Ilī-wēdāku,dingir-we-da-ak-ma; dingir-we-da-ku; dingir-we-e-da-ku; il-we-da-ku; il5-me-da-ak; il5-me-da-ku; il5-me-da-ku-ma; il5-me-ta-ku; il5-we-da-ak; il5-we-da-ak-ma; il5-we-da-ku; il5-we-da-ku-ma; ili5-e-da-ku; ili5-me-da-ku; ili5-we-da-ak; ili5-we-da-ak-ma; ili5-we-da-ku; ili5-we-da-ku-ma; ili5-we-dá-ak; {m}ì-lí-we-da-ku; ì-lí-we-da-ku; ì-lí-we-da-ku-ma; ì-lí-we-da-kù; ì-lí-we-da-kù-ma
Šu-Ilabrat,6,6,lexicon; onomasticon,Šu-Ilabrat,šu-i-la-áb-ra-at; šu-i-lá-áb-ra-at; šu-la-áb-ra-at; šu-la-áp-ra-at; šu-lá-ap-ra-at; šu-lá-nin.šubur; šu-lá-áb-ra-at; šu-lá-áp-ra-at; šu-nin.šubur; šu={d}nin.šubur; šu={d}nin.šubur-ma
Watrum,6,6,onomasticon,Watrum,si.a-im
Aššur-dūrī,6,6,lexicon; onomasticon,Aššur-dūrī,a-šur-du-ri; a-šur-du-ri-i; a-šùr-du-ri; a-šùr-du-ri-ni
Puzur-Ti'amtum,6,6,onomasticon,Puzur-Ti'amtum,puzur4-tí-a-am-tim
Ilī-dān,6,6,lexicon; onomasticon,Ilī-dān,dingir-dan; i-li-da-num; i-lí-dan; ì-lí-da-num; ì-lí-dan; ì-lí-dan-ma
Lipit-Ištar,6,6,lexicon; onomasticon,Lipit-Ištar,li-ip-it-ištar; li-ip-it-ištar-ma; li-ip-ištar; li-ip-tí-iš8-tár; li-ip-tí-ištar; li-ip-tí-ištar-ma; li-pì-it-ištar; li-pì-it-ištar-ma; li-pí; li-pí-it-ištar; li-pí-it-ištar-ma; li-pí-it-ištar-tár; li-pí-ištar; li-pí-tí-it-ištar; li-pí-tí-ištar; {m}li-ip-tí-ištar
Susāya,6,6,onomasticon,Susāya; Šusāya,sú-sá-a; šu-sá-a; šu-za-a
Ikūn-pī-Ištar,6,6,lexicon; onomasticon,Ikūn-pī-Ištar,i-ku-pì-ištar; i-ku-pí-ištar; i-ku-pí-ištar-ma; i-ku-pí-ištar-tár
Abi-ili,6,6,onomasticon,Abi-ili; Abi-ilī; Abī-ilī,a-bi-lí; a-bi-ì-lí; a-bi4-dingir
Ištar-pālil,6,6,lexicon; onomasticon,Ištar-pālil,ištar-pa-li-il5; ištar-pá-li-il5; ištar-pá-li-lu; ištar-pá-lí-il5; ištar.du.igi; ištar.igi.du
Aduda,6,6,lexicon; onomasticon,Aduda; Adudā,a-du-da; a-du-da-a; a-du-da-ma; a-du-ta; a-du-ta-a
Tutaya,6,6,onomasticon,Tutaya,tù-ta-a
Adad-ṣululi,5,5,lexicon; onomasticon,Adad-ṣululi; Adad-ṣululī; Adad-ṣulūlī,im-ṣú-lu-li; {d}im-andul; {d}im-andul-ma; {d}im-ṣú-lu-li; {d}im-ṣú-lu-li-ma; {d}im.andul; {d}im.andul-ma; {d}im.dùl; {d}iškur-ṣú-andul; {d}iškur-ṣú-lu-li; {d}iškur-ṣú-lu-li-ma; {d}iškur-ṣú-lu-lí; {d}iškur.andul; {d}iškur.andul-ma; {d}iškur.dùl; {d}iškur.dùl-ma
Išme-ilum,5,5,onomasticon,Išme-ilum,iš-me-lam
Hanana,5,5,lexicon; onomasticon,Hanana; Ḫanana,ha-na-na; ha-na-nim; ha-na-nu
Eddin-Aššur,5,5,onomasticon,Eddin-Aššur,e-dí-in-a-šur; e-dí-in-a-šùr
